file_name,NOSE_x,NOSE_y,NOSE_score,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_score,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_score,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_score,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_score,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_score,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_score,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_score,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_score,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_score,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_score,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_score,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_score,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_score,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_score,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_score,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_score,class_no,class_name
unknown/0.jpg,608.0,549.0,0.77331644,628.0,530.0,0.90686876,587.0,527.0,0.78897005,646.0,548.0,0.7768839,549.0,544.0,0.8929793,685.0,654.0,0.92504114,488.0,656.0,0.93170655,735.0,802.0,0.9316447,442.0,793.0,0.91891277,823.0,701.0,0.9075006,357.0,700.0,0.87350017,656.0,932.0,0.8783985,520.0,930.0,0.86237276,676.0,1174.0,0.89378965,479.0,1157.0,0.8836526,668.0,1396.0,0.8668365,485.0,1385.0,0.87839127,0,unknown
unknown/1.jpg,608.0,550.0,0.7424054,629.0,530.0,0.91845125,588.0,527.0,0.8219772,646.0,548.0,0.77619976,549.0,544.0,0.89161986,685.0,654.0,0.89334583,489.0,655.0,0.92909056,735.0,802.0,0.9282867,442.0,793.0,0.92249113,822.0,702.0,0.9105632,357.0,700.0,0.87302274,656.0,932.0,0.8814685,521.0,930.0,0.8649375,678.0,1173.0,0.90374374,481.0,1157.0,0.88647974,670.0,1393.0,0.89243776,485.0,1385.0,0.85540295,0,unknown
unknown/10.jpg,551.0,578.0,0.8517838,570.0,556.0,0.8437048,528.0,555.0,0.77025187,602.0,556.0,0.6953709,502.0,559.0,0.8645969,656.0,648.0,0.9123078,460.0,665.0,0.86586547,716.0,793.0,0.8812249,430.0,805.0,0.893787,813.0,697.0,0.79989135,357.0,702.0,0.6975769,633.0,957.0,0.8713834,497.0,967.0,0.85044533,677.0,1163.0,0.7977801,458.0,1170.0,0.7395851,674.0,1393.0,0.67137617,466.0,1383.0,0.67553866,0,unknown
unknown/11.jpg,547.0,581.0,0.8018374,566.0,559.0,0.8240273,523.0,559.0,0.69097817,595.0,556.0,0.8266552,498.0,562.0,0.9100564,655.0,649.0,0.90555966,457.0,669.0,0.90326583,716.0,792.0,0.9123353,429.0,806.0,0.7965628,816.0,691.0,0.7864901,358.0,699.0,0.6320795,631.0,954.0,0.81292856,496.0,961.0,0.8494884,678.0,1158.0,0.87439716,455.0,1171.0,0.914058,676.0,1388.0,0.76507306,461.0,1390.0,0.8981205,0,unknown
unknown/12.jpg,543.0,586.0,0.66901755,563.0,561.0,0.8379271,520.0,563.0,0.8272425,593.0,558.0,0.8589948,497.0,563.0,0.91306156,654.0,650.0,0.921653,457.0,670.0,0.8982255,714.0,792.0,0.85161304,429.0,805.0,0.8945735,815.0,693.0,0.77216446,358.0,706.0,0.7947643,629.0,956.0,0.8567555,493.0,966.0,0.83228886,676.0,1153.0,0.89529204,455.0,1177.0,0.7561846,691.0,1380.0,0.89812213,465.0,1388.0,0.7766674,0,unknown
unknown/13.jpg,544.0,590.0,0.6415565,562.0,564.0,0.77249336,519.0,566.0,0.7661767,594.0,558.0,0.8757603,496.0,563.0,0.6742104,654.0,651.0,0.9190369,459.0,669.0,0.89943546,714.0,790.0,0.91990674,431.0,806.0,0.79902387,818.0,696.0,0.7792827,357.0,705.0,0.8597437,631.0,960.0,0.85514176,495.0,972.0,0.8332186,680.0,1153.0,0.8877499,454.0,1177.0,0.6802741,696.0,1382.0,0.7969062,464.0,1385.0,0.82964224,0,unknown
unknown/14.jpg,543.0,595.0,0.68574584,562.0,570.0,0.73021024,520.0,570.0,0.74453735,595.0,562.0,0.84529936,497.0,566.0,0.66696465,653.0,650.0,0.8659188,460.0,670.0,0.89751315,715.0,793.0,0.8539078,432.0,806.0,0.8436272,818.0,693.0,0.784752,357.0,705.0,0.73112047,630.0,957.0,0.78878254,496.0,968.0,0.8309071,684.0,1164.0,0.7308135,457.0,1174.0,0.75183666,702.0,1377.0,0.91895753,466.0,1386.0,0.8772084,0,unknown
unknown/15.jpg,542.0,599.0,0.69152784,562.0,574.0,0.63168985,520.0,574.0,0.76255834,596.0,565.0,0.85048676,499.0,568.0,0.7178305,652.0,652.0,0.6317077,462.0,671.0,0.8917729,717.0,795.0,0.8553928,427.0,805.0,0.85829854,819.0,693.0,0.7337307,359.0,707.0,0.8169755,629.0,961.0,0.7814121,496.0,970.0,0.83415514,683.0,1166.0,0.8605499,458.0,1172.0,0.7619797,705.0,1383.0,0.907418,466.0,1387.0,0.6336241,0,unknown
unknown/16.jpg,545.0,603.0,0.7033962,566.0,577.0,0.7507171,523.0,577.0,0.817206,600.0,566.0,0.8110068,501.0,569.0,0.74307996,659.0,652.0,0.91043884,465.0,671.0,0.89343053,718.0,794.0,0.9148557,429.0,805.0,0.8329288,821.0,698.0,0.73734367,360.0,705.0,0.82747364,634.0,961.0,0.8501744,500.0,969.0,0.8235827,684.0,1174.0,0.8463784,461.0,1174.0,0.73299086,708.0,1388.0,0.88955873,463.0,1389.0,0.86750025,0,unknown
unknown/17.jpg,552.0,605.0,0.7937944,572.0,579.0,0.82347155,530.0,578.0,0.6840868,606.0,568.0,0.74244297,506.0,571.0,0.6896392,659.0,652.0,0.5974848,470.0,670.0,0.8827137,720.0,797.0,0.84924203,436.0,806.0,0.80077505,817.0,700.0,0.89691305,362.0,707.0,0.8193546,636.0,960.0,0.76481557,502.0,966.0,0.7952407,683.0,1175.0,0.8797985,461.0,1177.0,0.76718724,709.0,1395.0,0.7412622,464.0,1389.0,0.8408239,0,unknown
